player,team,position,x,y
Dylan Fox,Goa,Center Back,33.9,52.8
Cleiton Augusto Oliveira Silva,Bengaluru,Center Forward,96.8,24.1
Iman Basafa,Bengaluru,Right Center Midfield,110.3,15.5
Muhammad Ashique Kuruniyan,Bengaluru,Left Back,72.8,13.8
Jorge Ortiz Mendoza,Goa,Right Center Forward,70.8,60.5
Pratik Prabhakar Chaudhari,Bengaluru,Right Center Back,23.5,34.5
Aibanbha Kupar Dohling,Goa,Left Center Back,50.8,14.7
Muhammad Ashique Kuruniyan,Bengaluru,Left Back,14.3,11.0
Sunil Chhetri,Bengaluru,Left Wing,11.7,8.7
Danish Farooq Bhat,Bengaluru,Left Center Midfield,9.5,9.0
Danish Farooq Bhat,Bengaluru,Left Center Midfield,7.2,9.2
Naorem Roshan Singh,Bengaluru,Right Back,47.0,75.7
Saviour Gama,Goa,Left Wing Back,78.8,5.5
Saviour Gama,Goa,Left Wing Back,26.7,6.1
Sunil Chhetri,Bengaluru,Left Wing,109.4,27.6
Seriton Fernandes,Goa,Right Wing Back,24.4,47.9
Aibanbha Kupar Dohling,Goa,Left Center Back,21.0,17.0
Iman Basafa,Bengaluru,Right Center Midfield,96.3,64.8
Iman Basafa,Bengaluru,Right Center Midfield,100.0,78.9
Muhammad Ashique Kuruniyan,Bengaluru,Left Back,63.6,19.6
Jorge Ortiz Mendoza,Goa,Right Center Forward,80.6,24.2
Naorem Roshan Singh,Bengaluru,Right Back,40.1,78.0
Naorem Roshan Singh,Bengaluru,Right Back,18.9,75.7
Princeton Rebello,Goa,Left Defensive Midfield,21.5,63.4
Muhammad Ashique Kuruniyan,Bengaluru,Left Back,80.8,11.5
Muhammad Ashique Kuruniyan,Bengaluru,Left Back,54.4,31.9
Pratik Prabhakar Chaudhari,Bengaluru,Right Center Back,53.0,25.9
Muhammad Ashique Kuruniyan,Bengaluru,Left Back,20.1,25.3
Devendra Dhaku Murgaokar,Goa,Left Center Forward,103.7,52.7
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,33.0,5.5
Devendra Dhaku Murgaokar,Goa,Left Center Forward,66.8,60.5
Iman Basafa,Bengaluru,Right Center Midfield,52.7,47.1
Iman Basafa,Bengaluru,Right Center Midfield,37.8,53.9
Naorem Roshan Singh,Bengaluru,Right Back,12.0,70.8
Iman Basafa,Bengaluru,Right Center Midfield,59.0,40.8
Prince Vinny Ibara Doniama,Bengaluru,Right Wing,54.4,66.5
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,27.8,23.0
Iman Basafa,Bengaluru,Right Center Midfield,56.4,69.4
Naorem Roshan Singh,Bengaluru,Right Back,15.5,74.6
Wungngayam Muirang,Bengaluru,Left Center Back,25.2,23.6
Eduardo Bedia Peláez,Goa,Right Defensive Midfield,94.3,62.3
Cleiton Augusto Oliveira Silva,Bengaluru,Center Forward,67.6,37.9
Danish Farooq Bhat,Bengaluru,Left Center Midfield,57.9,21.9
Princeton Rebello,Goa,Left Defensive Midfield,63.7,17.0
Devendra Dhaku Murgaokar,Goa,Left Center Forward,112.7,39.9
Iman Basafa,Bengaluru,Right Center Midfield,51.0,53.7
Jorge Ortiz Mendoza,Goa,Right Center Forward,86.3,10.1
Bruno Edgar Silva Almeida,Bengaluru,Center Defensive Midfield,34.7,73.4
Muhammad Ashique Kuruniyan,Bengaluru,Left Back,33.8,45.9
Princeton Rebello,Goa,Left Defensive Midfield,24.4,28.5
Danish Farooq Bhat,Bengaluru,Left Center Midfield,78.5,51.6
Muhammad Ashique Kuruniyan,Bengaluru,Left Back,19.8,16.7
Bruno Edgar Silva Almeida,Bengaluru,Center Defensive Midfield,14.3,34.2
Seriton Fernandes,Goa,Right Wing Back,106.9,51.4
Princeton Rebello,Goa,Left Defensive Midfield,46.8,31.9
Devendra Dhaku Murgaokar,Goa,Left Center Forward,37.3,62.8
Princeton Rebello,Goa,Left Defensive Midfield,20.4,43.6
Muhammad Ashique Kuruniyan,Bengaluru,Left Back,14.3,19.6
Danish Farooq Bhat,Bengaluru,Left Center Midfield,16.6,10.4
Danish Farooq Bhat,Bengaluru,Left Center Midfield,74.7,9.5
Wungngayam Muirang,Bengaluru,Left Center Back,39.9,2.9
Bruno Edgar Silva Almeida,Bengaluru,Center Defensive Midfield,39.3,5.8
Devendra Dhaku Murgaokar,Goa,Left Center Forward,115.6,74.5
Dylan Fox,Goa,Center Back,68.6,68.6
Suresh Singh Wangjam,Bengaluru,Right Center Midfield,49.4,23.2
Prince Vinny Ibara Doniama,Bengaluru,Right Wing,101.7,72.7
Suresh Singh Wangjam,Bengaluru,Right Center Midfield,77.3,33.3
Naorem Roshan Singh,Bengaluru,Right Back,30.4,65.5
Suresh Singh Wangjam,Bengaluru,Right Center Midfield,34.4,62.9
Dylan Fox,Goa,Center Back,65.3,37.4
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,68.0,39.4
Naorem Roshan Singh,Bengaluru,Right Back,30.3,49.7
Suresh Singh Wangjam,Bengaluru,Right Center Midfield,33.0,47.5
Suresh Singh Wangjam,Bengaluru,Right Center Midfield,14.5,66.4
Eduardo Bedia Peláez,Goa,Right Defensive Midfield,43.8,7.8
Eduardo Bedia Peláez,Goa,Right Defensive Midfield,54.3,5.3
Naorem Roshan Singh,Bengaluru,Right Back,112.0,72.5
Cleiton Augusto Oliveira Silva,Bengaluru,Center Forward,108.3,73.9
Cleiton Augusto Oliveira Silva,Bengaluru,Center Forward,110.0,64.9
Aibanbha Kupar Dohling,Goa,Left Center Back,10.3,18.3
Princeton Rebello,Goa,Left Defensive Midfield,13.4,72.9
Muhammad Ashique Kuruniyan,Bengaluru,Left Back,79.8,6.8
Jorge Ortiz Mendoza,Goa,Right Center Forward,64.3,37.4
Jorge Ortiz Mendoza,Goa,Right Center Forward,56.7,17.5
Saviour Gama,Goa,Left Wing Back,25.9,23.2
Cleiton Augusto Oliveira Silva,Bengaluru,Center Forward,97.0,47.4
Wungngayam Muirang,Bengaluru,Left Center Back,61.5,56.1
Princeton Rebello,Goa,Left Defensive Midfield,30.4,43.3
Saviour Gama,Goa,Left Wing Back,11.2,8.8
Suresh Singh Wangjam,Bengaluru,Right Center Midfield,52.9,73.5
Naorem Roshan Singh,Bengaluru,Right Back,49.0,60.6
Naorem Roshan Singh,Bengaluru,Right Back,10.2,63.7
Eduardo Bedia Peláez,Goa,Right Defensive Midfield,89.7,8.9
Seriton Fernandes,Goa,Right Wing Back,23.9,77.2
Saviour Gama,Goa,Left Wing Back,118.1,12.3
Naorem Roshan Singh,Bengaluru,Right Back,47.9,75.0
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,113.0,8.3
Dylan Fox,Goa,Center Back,33.4,25.5
Cleiton Augusto Oliveira Silva,Bengaluru,Center Forward,87.8,54.9
Prince Vinny Ibara Doniama,Bengaluru,Right Wing,94.0,74.7
Eduardo Bedia Peláez,Goa,Right Defensive Midfield,36.0,7.4
Aibanbha Kupar Dohling,Goa,Left Center Back,9.5,15.6
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,26.1,38.1
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,80.7,42.7
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,84.0,32.0
Eduardo Bedia Peláez,Goa,Right Defensive Midfield,81.9,12.9
Saviour Gama,Goa,Left Wing Back,54.3,5.1
Seriton Fernandes,Goa,Right Wing Back,44.0,72.7
Devendra Dhaku Murgaokar,Goa,Left Center Forward,57.2,60.3
Sanson Pereira,Goa,Left Wing Back,29.4,32.6
Muhammad Ashique Kuruniyan,Bengaluru,Left Back,74.4,35.3
Devendra Dhaku Murgaokar,Goa,Left Center Forward,109.3,57.5
Naorem Roshan Singh,Bengaluru,Right Back,21.9,50.5
Dylan Fox,Goa,Center Back,73.9,36.8
Naorem Roshan Singh,Bengaluru,Right Back,27.9,72.7
Aibanbha Kupar Dohling,Goa,Left Center Back,92.3,8.3
Bruno Edgar Silva Almeida,Bengaluru,Center Defensive Midfield,36.3,58.4
Suresh Singh Wangjam,Bengaluru,Right Center Midfield,58.6,68.4
Naorem Roshan Singh,Bengaluru,Right Back,26.7,69.6
Prince Vinny Ibara Doniama,Bengaluru,Right Wing,22.4,74.7
Danish Farooq Bhat,Bengaluru,Left Center Midfield,30.7,60.4
Danish Farooq Bhat,Bengaluru,Left Center Midfield,47.9,59.4
Danish Farooq Bhat,Bengaluru,Left Center Midfield,50.9,50.5
Sunil Chhetri,Bengaluru,Left Wing,95.6,1.5
Muhammad Ashique Kuruniyan,Bengaluru,Left Back,15.5,4.4
Muhammad Ashique Kuruniyan,Bengaluru,Left Back,10.4,3.2
Muhammad Ashique Kuruniyan,Bengaluru,Left Back,6.6,17.5
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,101.5,53.1
Danish Farooq Bhat,Bengaluru,Left Center Midfield,41.2,8.9
Cleiton Augusto Oliveira Silva,Bengaluru,Center Forward,72.4,48.3
Naorem Roshan Singh,Bengaluru,Right Back,90.4,67.5
Aibanbha Kupar Dohling,Goa,Left Center Back,23.7,19.3
Naorem Roshan Singh,Bengaluru,Right Back,63.4,64.1
Devendra Dhaku Murgaokar,Goa,Left Center Forward,100.8,9.4
Naorem Roshan Singh,Bengaluru,Right Back,35.7,62.9
Suresh Singh Wangjam,Bengaluru,Right Center Midfield,27.3,72.5
Devendra Dhaku Murgaokar,Goa,Left Center Forward,94.3,19.7
Prince Vinny Ibara Doniama,Bengaluru,Right Wing,53.1,74.4
Devendra Dhaku Murgaokar,Goa,Left Center Forward,98.6,59.5
Princeton Rebello,Goa,Left Defensive Midfield,84.8,58.7
Devendra Dhaku Murgaokar,Goa,Left Center Forward,84.8,55.4
Danish Farooq Bhat,Bengaluru,Left Center Midfield,36.3,21.2
Princeton Rebello,Goa,Left Defensive Midfield,96.0,27.9
Naorem Roshan Singh,Bengaluru,Right Back,13.7,71.5
Devendra Dhaku Murgaokar,Goa,Left Center Forward,104.9,48.4
Muhammad Ashique Kuruniyan,Bengaluru,Left Back,9.4,2.9
Eduardo Bedia Peláez,Goa,Right Defensive Midfield,32.1,8.3
Eduardo Bedia Peláez,Goa,Right Defensive Midfield,47.5,8.3
Alberto Noguera Ripoll,Goa,Right Attacking Midfield,38.8,74.7
Anwar Ali,Goa,Right Center Back,9.3,74.5
Sunil Chhetri,Bengaluru,Left Wing,87.8,16.3
Provat Lakra,NorthEast United,Right Back,25.3,75.7
Brandon Fernandes,Goa,Left Attacking Midfield,39.7,76.1
Alberto Noguera Ripoll,Goa,Right Attacking Midfield,46.6,72.0
Jorge Ortiz Mendoza,Goa,Center Forward,97.8,68.9
Leander D''Cunha,Goa,Right Wing Back,108.7,75.3
Sunil Chhetri,Bengaluru,Left Wing,31.0,5.4
Cleiton Augusto Oliveira Silva,Bengaluru,Center Forward,44.1,8.1
Rohit Kumar,Bengaluru,Left Center Midfield,39.4,5.4
Parag Satish Shrivas,Bengaluru,Left Center Back,21.5,21.0
Suresh Singh Wangjam,Bengaluru,Right Center Midfield,71.3,70.6
Alberto Noguera Ripoll,Goa,Right Attacking Midfield,44.9,31.0
Princeton Rebello,Goa,Left Defensive Midfield,43.8,52.3
Sanson Pereira,Goa,Left Wing Back,28.0,25.3
Sanson Pereira,Goa,Left Wing Back,26.8,7.2
Bruno Edgar Silva Almeida,Bengaluru,Center Defensive Midfield,100.8,39.9
Muhammad Ashique Kuruniyan,Bengaluru,Left Back,50.2,3.1
Leander D''Cunha,Goa,Right Wing Back,75.8,75.7
Eduardo Bedia Peláez,Goa,Right Defensive Midfield,65.0,60.9
Anwar Ali,Goa,Right Center Back,19.3,61.7
Aibanbha Kupar Dohling,Goa,Left Center Back,15.2,45.3
Suresh Singh Wangjam,Bengaluru,Right Center Midfield,97.6,67.5
Anwar Ali,Goa,Right Center Back,68.2,76.1
Princeton Rebello,Goa,Left Defensive Midfield,49.8,13.5
Eduardo Bedia Peláez,Goa,Right Defensive Midfield,32.7,43.9
Alberto Noguera Ripoll,Goa,Right Attacking Midfield,32.7,42.1
Eduardo Bedia Peláez,Goa,Right Defensive Midfield,31.1,36.1
Lalhrezuala Sailung,Odisha,Right Back,44.8,63.2
Jerry Mawihmingthanga,Odisha,Right Wing,46.7,51.9
Jerry Mawihmingthanga,Odisha,Right Wing,80.7,61.1
Mashoor Shereef Thangalakath,NorthEast United,Right Center Back,26.1,54.9
Provat Lakra,NorthEast United,Right Back,56.5,77.0
Lalkhawpuimawia Lalkhawpuimawia,NorthEast United,Center Forward,69.3,72.3
Suhair Vadakkepeedika,NorthEast United,Left Wing,87.1,46.4
Imran Khan,NorthEast United,Right Wing,58.0,28.2
Jerry Mawihmingthanga,Odisha,Right Wing,37.3,74.2
Moirangthem Thoiba Singh,Odisha,Left Defensive Midfield,45.6,39.9
Jerry Mawihmingthanga,Odisha,Right Wing,25.9,63.7
Francisco Javier Hernández González,Odisha,Center Attacking Midfield,30.9,55.3
Francisco Javier Hernández González,Odisha,Center Attacking Midfield,76.0,26.9
Provat Lakra,NorthEast United,Right Back,39.0,52.6
Ariday Cabrera Suárez,Odisha,Left Wing,67.7,4.4
Lalkhawpuimawia Lalkhawpuimawia,NorthEast United,Center Forward,40.7,74.4
Daniel Lalhlimpuia,Odisha,Center Forward,74.3,5.7
Héctor Rodas Ramírez,Odisha,Right Center Back,13.1,72.0
Mohammed Irshad,NorthEast United,Left Center Midfield,111.1,9.6
Francisco Javier Hernández González,Odisha,Center Attacking Midfield,40.3,38.0
Jerry Mawihmingthanga,Odisha,Right Wing,39.0,70.9
Mohammed Irshad,NorthEast United,Left Center Midfield,80.9,11.7
Mohammed Irshad,NorthEast United,Left Center Midfield,65.5,7.0
Lalhrezuala Sailung,Odisha,Right Back,38.8,71.8
Daniel Lalhlimpuia,Odisha,Center Forward,74.5,43.8
Suhair Vadakkepeedika,NorthEast United,Left Wing,85.6,17.3
Lalhrezuala Sailung,Odisha,Right Back,20.0,73.1
Sehnaj Singh,NorthEast United,Center Defensive Midfield,84.1,62.6
Mohammed Irshad,NorthEast United,Left Center Midfield,39.4,26.0
Daniel Lalhlimpuia,Odisha,Center Forward,91.6,49.1
Francisco Javier Hernández González,Odisha,Center Attacking Midfield,87.1,54.1
Mohammed Irshad,NorthEast United,Left Center Midfield,79.6,12.1
Lalhrezuala Sailung,Odisha,Right Back,6.9,71.8
Jerry Mawihmingthanga,Odisha,Right Wing,100.0,58.1
Lalhrezuala Sailung,Odisha,Right Back,12.5,63.2
Jerry Mawihmingthanga,Odisha,Right Wing,79.0,71.8
Hernán Daniel Santana Trujillo,NorthEast United,Right Center Midfield,44.3,20.5
Jerry Mawihmingthanga,Odisha,Right Wing,86.0,65.2
Moirangthem Thoiba Singh,Odisha,Left Defensive Midfield,76.2,4.9
Patrick Flottmann,NorthEast United,Left Center Back,43.2,17.7
Mohammed Irshad,NorthEast United,Left Center Midfield,50.1,14.7
Moirangthem Thoiba Singh,Odisha,Left Defensive Midfield,61.7,53.2
Jerry Mawihmingthanga,Odisha,Right Wing,51.0,55.8
Daniel Lalhlimpuia,Odisha,Center Forward,39.6,47.2
Provat Lakra,NorthEast United,Right Back,8.2,71.4
Isaac Vanmalsawma Chhakchhuak,Odisha,Right Defensive Midfield,85.8,41.2
Imran Khan,NorthEast United,Right Wing,98.2,74.4
Provat Lakra,NorthEast United,Right Back,73.8,75.0
Suhair Vadakkepeedika,NorthEast United,Left Wing,104.4,37.0
Patrick Flottmann,NorthEast United,Left Center Back,31.5,31.0
Jerry Mawihmingthanga,Odisha,Right Wing,80.1,47.8
Hernán Daniel Santana Trujillo,NorthEast United,Right Center Midfield,30.6,33.1
Patrick Flottmann,NorthEast United,Left Center Back,21.6,31.0
Sehnaj Singh,NorthEast United,Center Defensive Midfield,86.7,43.2
Lalkhawpuimawia Lalkhawpuimawia,NorthEast United,Center Forward,93.5,40.8
Lalhrezuala Sailung,Odisha,Right Back,49.3,73.9
Héctor Rodas Ramírez,Odisha,Right Center Back,48.6,73.9
Jerry Mawihmingthanga,Odisha,Right Wing,49.0,71.6
Isaac Vanmalsawma Chhakchhuak,Odisha,Right Defensive Midfield,45.6,70.5
Jerry Mawihmingthanga,Odisha,Right Wing,45.2,73.3
Hernán Daniel Santana Trujillo,NorthEast United,Right Center Midfield,64.0,21.6
Hernán Daniel Santana Trujillo,NorthEast United,Right Center Midfield,44.7,6.6
Hernán Daniel Santana Trujillo,NorthEast United,Right Center Midfield,50.9,13.9
Provat Lakra,NorthEast United,Right Back,5.8,56.3
Suhair Vadakkepeedika,NorthEast United,Left Wing,7.6,9.1
Moirangthem Thoiba Singh,Odisha,Left Defensive Midfield,57.5,11.6
Isaac Vanmalsawma Chhakchhuak,Odisha,Right Defensive Midfield,67.0,49.5
Isaac Vanmalsawma Chhakchhuak,Odisha,Right Defensive Midfield,76.7,42.7
Héctor Rodas Ramírez,Odisha,Right Center Back,62.9,37.2
Francisco Javier Hernández González,Odisha,Center Attacking Midfield,71.4,34.5
Moirangthem Thoiba Singh,Odisha,Left Defensive Midfield,68.2,11.1
Francisco Javier Hernández González,Odisha,Center Attacking Midfield,35.4,43.6
Héctor Rodas Ramírez,Odisha,Right Center Back,26.4,44.1
Víctor Mongil Adeva,Odisha,Left Center Back,12.8,16.1
Daniel Lalhlimpuia,Odisha,Center Forward,99.2,24.9
Sahil Panwar,Odisha,Left Back,10.4,15.5
Provat Lakra,NorthEast United,Right Back,113.3,60.6
Isaac Vanmalsawma Chhakchhuak,Odisha,Right Defensive Midfield,27.2,21.9
Hernán Daniel Santana Trujillo,NorthEast United,Right Center Midfield,49.8,16.5
Hernán Daniel Santana Trujillo,NorthEast United,Right Center Midfield,32.9,12.3
Mohammed Irshad,NorthEast United,Left Center Midfield,37.5,14.3
Sehnaj Singh,NorthEast United,Center Defensive Midfield,38.1,36.3
Ariday Cabrera Suárez,Odisha,Left Wing,97.0,22.5
Moirangthem Thoiba Singh,Odisha,Left Defensive Midfield,88.2,14.1
Isaac Vanmalsawma Chhakchhuak,Odisha,Right Defensive Midfield,80.0,17.4
Imran Khan,NorthEast United,Right Wing,75.6,69.6
Sehnaj Singh,NorthEast United,Center Defensive Midfield,19.4,34.1
Patrick Flottmann,NorthEast United,Left Center Back,17.3,34.1
Francisco Javier Hernández González,Odisha,Center Attacking Midfield,70.9,5.5
Lalhrezuala Sailung,Odisha,Right Back,19.2,71.7
Lalkhawpuimawia Lalkhawpuimawia,NorthEast United,Center Forward,93.6,55.7
Francisco Javier Hernández González,Odisha,Center Attacking Midfield,53.1,30.0
Mashoor Shereef Thangalakath,NorthEast United,Right Center Back,35.0,48.2
Patrick Flottmann,NorthEast United,Left Center Back,60.3,28.7
Sehnaj Singh,NorthEast United,Center Defensive Midfield,59.8,66.0
Moirangthem Thoiba Singh,Odisha,Left Defensive Midfield,39.3,5.6
Moirangthem Thoiba Singh,Odisha,Left Defensive Midfield,44.7,18.0
Sahil Panwar,Odisha,Left Back,36.1,4.2
Moirangthem Thoiba Singh,Odisha,Left Defensive Midfield,64.3,14.2
Moirangthem Thoiba Singh,Odisha,Left Defensive Midfield,63.1,14.4
Isaac Vanmalsawma Chhakchhuak,Odisha,Right Defensive Midfield,63.1,14.4
Daniel Lalhlimpuia,Odisha,Center Forward,104.7,28.8
Hernán Daniel Santana Trujillo,NorthEast United,Right Center Midfield,38.7,72.4
Imran Khan,NorthEast United,Right Wing,38.7,72.6
Lalkhawpuimawia Lalkhawpuimawia,NorthEast United,Center Forward,105.1,43.2
Mohammed Irshad,NorthEast United,Left Center Midfield,85.8,7.7
Isaac Vanmalsawma Chhakchhuak,Odisha,Right Defensive Midfield,44.7,56.1
Jerry Mawihmingthanga,Odisha,Right Wing,77.2,68.5
Provat Lakra,NorthEast United,Right Back,9.0,59.3
Provat Lakra,NorthEast United,Right Back,9.7,23.5
Suhair Vadakkepeedika,NorthEast United,Left Wing,10.4,19.0
Imran Khan,NorthEast United,Right Wing,34.8,7.7
Jerry Mawihmingthanga,Odisha,Right Wing,82.0,73.6
Lalkhawpuimawia Lalkhawpuimawia,NorthEast United,Center Forward,76.7,39.0
Isaac Vanmalsawma Chhakchhuak,Odisha,Right Defensive Midfield,49.9,33.9
Hernán Daniel Santana Trujillo,NorthEast United,Right Center Midfield,84.6,57.2
Daniel Lalhlimpuia,Odisha,Center Forward,65.3,13.5
Laldanmawia Ralte,NorthEast United,Right Wing,105.4,59.5
Laldanmawia Ralte,NorthEast United,Right Wing,72.5,59.4
Sehnaj Singh,NorthEast United,Center Defensive Midfield,46.8,60.6
Hernán Daniel Santana Trujillo,NorthEast United,Right Center Midfield,19.1,32.9
Mashoor Shereef Thangalakath,NorthEast United,Right Center Back,33.5,13.7
Provat Lakra,NorthEast United,Right Back,21.2,64.6
Ariday Cabrera Suárez,Odisha,Left Wing,109.2,23.5
Isaac Vanmalsawma Chhakchhuak,Odisha,Right Defensive Midfield,36.6,69.9
Francisco Javier Hernández González,Odisha,Center Attacking Midfield,43.2,64.8
Provat Lakra,NorthEast United,Right Back,88.4,66.2
Hernán Daniel Santana Trujillo,NorthEast United,Right Center Midfield,23.7,59.9
Mashoor Shereef Thangalakath,NorthEast United,Right Center Back,22.7,57.6
Daniel Lalhlimpuia,Odisha,Center Forward,102.6,30.1
Sahil Panwar,Odisha,Left Back,34.7,12.1
Sehnaj Singh,NorthEast United,Center Defensive Midfield,68.1,72.8
Francisco Javier Hernández González,Odisha,Center Attacking Midfield,41.6,10.2
Lalhrezuala Sailung,Odisha,Right Back,36.3,66.3
Suhair Vadakkepeedika,NorthEast United,Center Forward,88.3,67.6
Imran Khan,NorthEast United,Left Wing,77.4,5.3
Gurjinder Kumar,NorthEast United,Left Back,54.0,4.8
Imran Khan,NorthEast United,Left Wing,70.5,12.5
Ariday Cabrera Suárez,Odisha,Left Wing,93.3,41.4
Héctor Rodas Ramírez,Odisha,Right Center Back,42.1,66.6
Gurjinder Kumar,NorthEast United,Left Back,117.7,19.8
Laldanmawia Ralte,NorthEast United,Right Wing,115.6,66.3
Daniel Lalhlimpuia,Odisha,Center Forward,84.6,61.8
Ariday Cabrera Suárez,Odisha,Left Wing,69.3,13.3
Daniel Lalhlimpuia,Odisha,Center Forward,65.9,24.8
Isaac Vanmalsawma Chhakchhuak,Odisha,Right Defensive Midfield,54.5,17.0
Suhair Vadakkepeedika,NorthEast United,Center Forward,100.1,73.6
Ariday Cabrera Suárez,Odisha,Left Wing,62.3,10.2
Isaac Vanmalsawma Chhakchhuak,Odisha,Right Defensive Midfield,51.6,16.6
Isaac Vanmalsawma Chhakchhuak,Odisha,Right Defensive Midfield,9.3,10.2
Sahil Panwar,Odisha,Left Back,17.0,8.0
Liridon Krasniqi,Odisha,Left Wing,16.3,21.6
Hernán Daniel Santana Trujillo,NorthEast United,Right Center Midfield,87.9,44.2
Jerry Mawihmingthanga,Odisha,Right Wing,30.6,72.4
Laldanmawia Ralte,NorthEast United,Right Wing,83.2,54.1
Laldanmawia Ralte,NorthEast United,Right Wing,101.8,47.7
Liridon Krasniqi,Odisha,Right Defensive Midfield,42.3,46.0
Francisco Javier Hernández González,Odisha,Center Attacking Midfield,53.6,49.3
Imran Khan,NorthEast United,Left Wing,46.3,6.5
Gurjinder Kumar,NorthEast United,Left Back,41.5,8.4
Gurjinder Kumar,NorthEast United,Left Back,42.5,5.1
Imran Khan,NorthEast United,Left Wing,47.7,3.6
Imran Khan,NorthEast United,Left Wing,57.9,4.5
Suhair Vadakkepeedika,NorthEast United,Center Forward,63.9,39.0
Mohammed Irshad,NorthEast United,Left Center Midfield,46.1,16.3
Laldanmawia Ralte,NorthEast United,Right Wing,47.2,74.2
Sehnaj Singh,NorthEast United,Center Defensive Midfield,55.8,41.0
Hernán Daniel Santana Trujillo,NorthEast United,Right Center Midfield,48.3,50.9
Hernán Daniel Santana Trujillo,NorthEast United,Right Center Midfield,47.6,51.3
Liridon Krasniqi,Odisha,Right Defensive Midfield,69.3,16.6
Moirangthem Thoiba Singh,Odisha,Left Defensive Midfield,70.3,23.2
Lalhrezuala Sailung,Odisha,Right Back,49.8,74.8
Liridon Krasniqi,Odisha,Right Defensive Midfield,50.9,68.7
Mohammed Irshad,NorthEast United,Left Center Midfield,60.7,26.7
Mashoor Shereef Thangalakath,NorthEast United,Right Center Back,39.1,28.8
Sahil Panwar,Odisha,Left Back,63.2,8.0
Moirangthem Thoiba Singh,Odisha,Left Defensive Midfield,64.0,43.4
Hernán Daniel Santana Trujillo,NorthEast United,Right Center Midfield,45.6,32.0
Gurjinder Kumar,NorthEast United,Left Back,25.6,20.5
Laldanmawia Ralte,NorthEast United,Right Wing,25.6,41.2
Sahil Panwar,Odisha,Left Back,10.4,9.4
Nandhakumar Sekar,Odisha,Left Wing,77.3,30.9
Jerry Mawihmingthanga,Odisha,Right Wing,38.5,72.9
Paul Ramfangzauva,Odisha,Right Defensive Midfield,43.7,61.8
Mashoor Shereef Thangalakath,NorthEast United,Right Center Back,21.9,41.0
Mashoor Shereef Thangalakath,NorthEast United,Right Center Back,16.6,47.7
Patrick Flottmann,NorthEast United,Left Center Back,65.2,7.7
Jerry Mawihmingthanga,Odisha,Right Wing,100.0,72.0
Gurjinder Kumar,NorthEast United,Left Back,19.2,10.0
Provat Lakra,NorthEast United,Right Back,33.6,71.6
Mashoor Shereef Thangalakath,NorthEast United,Right Center Back,8.0,52.6
Liridon Krasniqi,Odisha,Center Attacking Midfield,81.1,20.9
Laldanmawia Ralte,NorthEast United,Right Wing,52.7,57.9
Mohammed Irshad,NorthEast United,Left Center Midfield,33.4,38.6
Patrick Flottmann,NorthEast United,Left Center Back,22.7,37.6
Lalhrezuala Sailung,Odisha,Right Back,72.6,67.5
Suhair Vadakkepeedika,NorthEast United,Center Forward,88.2,16.2
Moirangthem Thoiba Singh,Odisha,Left Defensive Midfield,74.7,41.2
Gurjinder Kumar,NorthEast United,Left Back,8.8,24.3
Hernán Daniel Santana Trujillo,NorthEast United,Right Center Midfield,25.1,70.9
Héctor Rodas Ramírez,Odisha,Right Center Back,34.7,65.8
